Diameter,Aspect ratio,X coordinate,Y coordinate,Cluster localizations,channel 1 localizations,channel 2 localizations,channel 3 localizations,channel 1 true mean dark time,channel 1 rSquared true mean dark time,channel 1 mean dark time,channel 1 median dark time,channel 1 SD dark time,channel 1 mean bright time,channel 1 median bright time,channel 1 SD bright time,channel 1 target count,channel 2 true mean dark time,channel 2 rSquared true mean dark time,channel 2 mean dark time,channel 2 median dark time,channel 2 SD dark time,channel 2 mean bright time,channel 2 median bright time,channel 2 SD bright time,channel 2 target count,channel 3 true mean dark time,channel 3 rSquared true mean dark time,channel 3 mean dark time,channel 3 median dark time,channel 3 SD dark time,channel 3 mean bright time,channel 3 median bright time,channel 3 SD bright time,channel 3 target count
112.24692738551,1.26964385922195,5503.31171317648,40335.0216715585,635,635,0,0,89.3611059598191,0.945254158898413,158.089285714286,55,237.933778165707,14.2456140350877,1,53.9944708484629,71.734300302178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125.487839737393,1.07339936716798,2569.90126095757,38556.9145358216,1011,1011,0,0,75.0584563832762,0.973390297118328,92.3260869565217,51.5,107.427267365091,12.3225806451613,1,44.0239957519026,85.4035203911372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129.400993063551,1.18375729886774,4503.87135601708,42655.9578450944,839,839,0,0,64.7716071061011,0.832205709647946,106.345679012346,26,160.639671352831,12.1341463414634,1,47.8807062344446,98.9670736400889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332.109671907962,1.33225811742186,13139.9907896758,38868.5949389755,1354,922,432,0,60.9370496636016,0.888106244879516,115.588235294118,33,182.211230161149,16.2028985507246,1,35.624504004863,105.194728751125,71.0831875896231,0.991187471364296,81.858407079646,47,98.5991041737628,4.05263157894737,2,4.69389003204978,75.6345384658348,0,0,0,0,0,0,0,0,0
124.778927932145,1.55714773059418,1729.28499125767,33959.5476236709,819,819,0,0,85.4500592501528,0.824703840081542,123.434782608696,49,162.908895349957,14.2142857142857,1,46.9328514644471,75.0175771264307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89.7287072750308,1.44772744554949,9033.87263887853,49372.1285875963,1148,1148,0,0,174.930260590439,0.742976505785676,238.264705882353,89,296.642454799216,33.8,1,96.6907745462459,36.6446399189024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136.947690428595,1.1524176058653,9076.55641581518,37286.3962057608,883,883,0,0,94.4690446974207,0.910721836132815,124.174603174603,48,163.894885637553,16.171875,1,72.7639267611253,67.8556285901706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118.585288739731,1.04991934387893,2080.7011244384,42993.0503706457,1177,1177,0,0,48.1494658438068,0.68059714100958,126.78125,23,179.642808624437,21.1230769230769,1,73.8125810101816,133.132451168841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333.021346480345,1.59331075949807,4349.16765363153,34434.9373081204,2081,0,368,1713,0,0,0,0,0,0,0,0,0,60.7805841647061,0.992818807219963,59.874213836478,45,54.426903964576,2.43125,2,2.2392212117654,88.4549590943785,28.1141516469725,0.993691527542389,29.8880597014925,19,31.0347540954365,7.37546468401487,2,22.1399111206162,323.357048260357
154.376254984421,1.14627775267766,8349.48024633814,44637.119755666,470,0,470,0,0,0,0,0,0,0,0,0,0,44.6492423877031,0.994556849860609,47.275,34.5,50.5289545830535,2.555,2,2.22072807111297,120.412884934017,0,0,0,0,0,0,0,0,0
132.416948076525,1.38195563221439,12433.8554091852,43285.561140948,309,0,309,0,0,0,0,0,0,0,0,0,0,51.5576335005424,0.498090340614603,174.648148148148,30.5,254.247105874507,6.96363636363636,2,12.0400006711634,104.278333216457,0,0,0,0,0,0,0,0,0
124.663948830124,1.12783426140858,14071.2141877469,44429.6747476099,314,0,314,0,0,0,0,0,0,0,0,0,0,88.0695070774825,0.764318453768073,126.095890410959,48,173.018718029097,5.2972972972973,2,8.40210301419166,61.0466013087987,0,0,0,0,0,0,0,0,0
123.548814918068,1.56212230410956,2770.15708164425,44242.9090570402,238,0,238,0,0,0,0,0,0,0,0,0,0,78.0673193662389,0.986176225836331,81.974358974359,52,83.1986055024943,2.16949152542373,2,1.71122530571989,68.8680504168376,0,0,0,0,0,0,0,0,0
170.040943887354,1.3566036927711,2426.75694909708,37070.1716852569,739,0,739,0,0,0,0,0,0,0,0,0,0,48.4036709097628,0.69930798598158,70.7741935483871,17.5,99.3332928501318,7.24,2,10.7631390072935,111.073065016999,0,0,0,0,0,0,0,0,0
175.124764811056,1.09041348103399,11274.4329453109,47758.8057993354,1093,0,42,1051,0,0,0,0,0,0,0,0,0,240.541972660884,0.978561929893275,269.966666666667,149,271.480676054971,1.54838709677419,1,1.05951906314199,22.3509603191002,69.5444948072883,0.839078861812587,94.8241758241758,43,120.200443094635,14.1739130434783,2,29.6372236600878,130.720758215305
168.494136275763,1.1908359415605,15835.2776453711,45497.835486279,1167,0,0,1167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.5516192130424,0.577421085272499,80.5377358490566,14,133.426432344413,12.785046728972,2,26.0402547727527,255.710127756263
96.3115687730678,1.2487677767303,10335.8880536395,47473.0929677441,1470,0,0,1470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.3759813578528,0.791708651707212,57.3571428571429,7,119.942916364505,13.5531914893617,4,27.2500132455839,632.367896466647
192.344943829444,1.29818918600643,14773.2229622062,44141.2731536457,603,0,0,603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.5217457907333,0.892748477000445,73.1583333333333,15.5,178.16331832675,6.58677685950413,2,13.1780558894244,318.736067476723
144.99678717718,1.2638328447184,13948.9000205685,39556.3981908398,873,0,0,873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104.738470045392,0.93395424242948,130.441176470588,60.5,159.009187977556,13.8985507246377,1,53.2359191345844,86.7962753988023
166.864414363335,1.29144350595649,2177.51202799103,43763.3311331125,1509,0,0,1509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1070969976336,0.728531172480294,71.3364485981308,7,161.578238769558,17.1851851851852,2,38.5504035030213,693.586771544486
123.252645254761,1.32518588424986,15907.6463917602,48130.9071113303,1085,0,0,1085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.6088962289685,0.995309106201627,70.2926829268293,46,64.7877659605017,9.76612903225806,2,27.6132137777856,128.750194046786
188.187305389768,1.12014046961447,2115.78500711222,49066.1037703071,712,0,0,712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.9216675855448,0.643966593221435,127.882352941176,32.5,195.934692852077,12.768115942029,2,26.6448013512051,116.667281034878
88.5701581860145,1.2898940621846,13298.4120844726,33260.1901044821,682,0,0,682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.165751270317,0.838553248581436,157.964285714286,62.5,214.769979642976,14.2105263157895,2,28.6815874499062,90.7586572817237
191.24600183325,1.37153136521062,11488.9987480016,45554.42967602,1002,0,0,1002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.8541807125591,0.805921892102323,75.6695652173913,12,152.816982714454,10.4396551724138,3,15.4031554040657,397.778822406586
88.8093814849026,1.73024763066369,10472.0200203218,39744.2716620818,831,0,0,831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.1795786004954,0.931294921329078,94.9886363636364,45.5,122.351528070178,10.7415730337079,1,50.6268721516655,133.337713102894
48.9426186854825,1.3731121780382,1557.85591238831,43844.5356033729,973,0,0,973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.424485144838,0.883487726602778,300.666666666667,108,440.792555430643,36.8571428571429,1,97.2902165861822,51.8223501320424
77.6022356671575,1.35618691678279,8843.47807751678,39894.3205467019,1002,0,0,1002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.709357590831,0.84172602663091,165.632653061224,78,227.577156685151,22.52,2,51.5345099354376,78.5667579544963
148.358917511373,1.20730919127385,16018.8397467893,45953.0459825194,258,0,0,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.6336016196163,0.846700046350555,96.44,23.5,163.178920207238,3.2970297029703,1,8.87529667611787,203.678591039663
46.5618861940667,1.2368172711767,14693.2170575524,38234.2289042215,605,0,0,605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.24306722397166,0.747301252291484,289.947368421053,6,847.706937939981,34.2,17,40.5366630672972,1102.85514407451
307.197678258734,1.56784180203626,26589.1432509483,33853.6283283822,15877,5970,2246,7661,6.22839145110837,0.783371318263129,6.85434173669468,5,4.59250298034318,21.1573033707865,8,49.0931047340257,1029.19934634418,15.9085020829095,0.961742018917672,16.46,12,13.6865791887031,5.74444444444444,3,7.8017774102901,337.95413659953,8.14325422642869,0.869898180059912,8.6875,6,6.28021492279044,43.4240837696335,11,94.5912716907705,1116.37299267961
105.147819769679,1.18080673857437,29195.3387153962,37397.9682897394,16232,7593,446,8193,7.38317096470328,0.834293410233826,8.17307692307692,6,6.80011751425059,88.0291262135922,18,163.083008835371,868.225379163223,44.2168010766425,0.9932685620143,44.4905660377358,29,42.747078342117,2.4037558685446,1,2.80100806929749,121.590525662463,7.25396925046496,0.824775560972142,8.05263157894737,5,6.4035970329503,78.5663716814159,39,102.086349663462,1253.23237210116
243.638042916079,1.21044502929183,28762.2275638419,39834.9924264181,18095,6797,3073,8225,5.7538290061872,0.712708998321167,6.3271375464684,5,4.13359547511678,30.8104089219331,10,67.6265902744297,1114.08531664103,12.5658430384867,0.945518015470214,13.0565656565657,10,10.0551531858205,7.03030303030303,4,8.94161736840978,427.853831179874,7.34143575390788,0.824634609164494,7.875,6,5.34393977395819,61.4375,19.5,110.801827681147,1238.30125273111
261.071665542706,1.34295165013814,24023.7354329631,40819.9779780309,19133,8088,2800,8245,5.85755775037761,0.692776057768191,6.23943661971831,5,2.89516490414546,60.5460992907801,15,156.044566673266,1094.35650204954,13.6871341518571,0.959219595545107,14.3122362869198,10,11.9009112794022,6.73263157894737,4,8.8890303860231,392.802761072669,7.2487952622717,0.83394261553727,7.80952380952381,6,5.23074856914451,60.1301369863014,21.5,118.744423532144,1254.12689446827
307.650254058374,1.79296575182063,25561.3853391856,42646.3205284019,18785,7090,3019,8676,6.26507170994876,0.768846152651933,7.00913242009132,5,5.4772179266786,38.5388127853881,9,101.288542784964,1023.17366935754,12.344790599166,0.945423922390603,12.8207171314741,10,9.88030809779991,7.05765407554672,4,9.77366655008698,435.515211281487,6.1964737538547,0.734916178849096,6.57758620689655,5,3.46698932685172,79.495652173913,31,136.475714304654,1467.11007776864
266.487802854132,1.2851735638842,17410.2557165733,45818.6802625325,17073,6502,3100,7471,6.87642789272961,0.811130969289845,7.4,6,4.70232154972299,28.2007168458781,8,59.1494497823625,932.207319011361,11.6566494163018,0.932589088894896,12.0207547169811,9,8.75121073968751,6.81544256120527,4,9.56151023941757,461.22551120931,8.55379398255097,0.876233783298916,9.04926108374384,7,6.34702213997708,38.6287128712871,12.5,65.2289177342597,1062.79261687314
289.434674019621,1.78166180247292,26652.0918519302,41504.5783173661,17555,6463,3115,7977,6.06558169635916,0.734445727212626,6.56996587030717,6,3.8230625407665,26.8976109215017,10,49.3492213206823,1056.82467587637,11.7092750856027,0.93158301365167,11.9830188679245,9,8.41535718884828,6.78490566037736,4,9.45604489005461,459.152598834411,8.91322213513478,0.887048861991577,9.28395061728395,8,6.5194111838326,50.4099378881988,11,107.600329463348,1019.93521008232
190.07628828042,1.14959500951999,30516.2919486154,45661.8104673129,8834,3681,1258,3895,9.78192706999959,0.919239186915891,10.6692607003891,8,9.26055315175839,8.75486381322957,3,24.6204368760938,655.316315934942,24.3024710265921,0.988874687611086,25.0175953079179,17,23.1830246230089,4.09649122807018,2,4.63943816419564,221.226231692186,14.7903420973328,0.965719251587385,15.550408719346,11,13.6952404319249,11.633152173913,5,20.5216357910575,614.65171198092
235.264109889105,1.20699370839476,28746.5623197725,48187.0922116226,17744,7044,2588,8112,6.01896090511986,0.762776836520101,6.7563025210084,5,5.20461720776878,34.2605042016807,9,100.699239890441,1065.01047461593,12.864370190274,0.94730676462031,13.4173076923077,10,10.7794892146093,5.74038461538461,3,6.92819654500627,417.925169013422,8.24154179355366,0.871481204066149,8.70344827586207,6,6.21392269416366,58.7708333333333,12,104.908599496189,1103.05927199444
202.151498848992,1.09566990371386,23318.6591771707,34620.6624654307,10008,3110,1567,5331,8.24848853926662,0.867322001920136,8.671826625387,7,5.38220254683582,6.77244582043344,3,10.8086635890998,777.14315534787,23.5191817381158,0.986759910396715,24.0379008746356,16,21.4890497946713,5.04360465116279,2,7.21804224893312,228.594010875322,14.1418259464542,0.958082313110134,14.5347222222222,9,12.0269228728784,20.0833333333333,6,39.7365014443688,642.838423081318
229.295512524738,1.38268699669973,18810.5530159539,45791.6942090896,1322,1322,0,0,19.8939321629539,0.933692465213478,26.1368078175896,11,38.5177259113841,6.25324675324675,1,12.5113950345636,322.221688389661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95.5930736169226,1.07813148226654,19751.4055943772,42949.019425782,634,634,0,0,65.5353346657403,0.820398005985783,112.417721518987,40,171.550292214396,10.025,1,48.324319689135,97.8137434248502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122.93550324894,1.24253003104808,18377.8482943652,34086.5329625605,924,924,0,0,70.9362991377846,0.941516817712023,83.9333333333333,48,105.160615860716,10.1037735849057,1,31.5220041800835,90.366377837182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194.301810160514,1.03348776396164,17986.3514388195,42607.8823242754,4180,4180,0,0,0,0,23.825641025641,6,65.7281213567448,26.6275510204082,5,60.706938361721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195.790306398337,1.0874894323722,18582.1534632,43201.822983397,1643,1643,0,0,36.2248417773439,0.921341163269905,55.3732394366197,23,84.0563479661308,13.9020979020979,1,36.1986527422851,176.957471606283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244.986586040535,1.2286662051066,20507.7011255186,46249.56298307,1301,1301,0,0,53.2656077404292,0.95639987190362,62.9212598425197,32,79.8010031264489,12.7578125,1,41.5020625791872,120.345128539498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163.7573391816,1.12767787505589,19130.5197320925,33996.6252342643,931,931,0,0,48.9447798808523,0.926138235639502,83.5247524752475,33,133.943838533873,10.7647058823529,1,35.9403180949212,130.969153929409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157.006631403115,1.26056197784813,25788.8409388948,48402.1757833186,457,457,0,0,19.2251138562698,0.52979151248743,125.819444444444,9,279.228985056103,10.2739726027397,1,17.9924832097961,333.431388660715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130.399909681062,1.17313571440703,23866.387984507,46639.5378001552,901,901,0,0,37.7616682995498,0.668148783721084,110.378378378378,17,214.558910561747,16.04,2,31.4936458627725,169.755646371504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198.494800436559,1.04657566194727,27445.1669565906,36613.4539879759,1266,1266,0,0,19.0291556102337,0.771218058048909,40.8923076923077,10,80.5679177682599,9.05102040816327,2,18.178529149256,336.864995039981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149.787935642038,1.16441570335746,17266.9757464133,48076.2848974818,290,290,0,0,37.5718783462527,0.897819431230819,105.325581395349,19,215.269977790433,4.35632183908046,1,14.2934177496141,170.613147183677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189.654422334876,1.01379037061187,20240.6467949573,39895.1438689832,1286,1286,0,0,32.1568336355645,0.746889164265366,57.1267605633803,12,98.4750289948214,12.048951048951,1,26.7751010758941,199.343520040072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208.88020124614,1.07319543342976,28272.1006365947,35262.7788346856,1101,1101,0,0,30.9817994974917,0.903567351128342,43.8743169398907,17,66.2029890966229,8.33695652173913,1,22.2770813512038,206.903940837116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133.018067742181,1.07754376381698,26337.3243850826,49224.6807397278,1115,1115,0,0,26.9720192637046,0.653746654607272,136.032258064516,12.5,254.055368158005,22.1269841269841,2,54.3757809179347,237.66320005868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122.548907366424,1.33657328437177,24953.0475303974,41664.5153095529,717,717,0,0,211.164760478374,0.942754982200291,215.142857142857,145,217.826018225619,19.1162790697674,1,65.8049821902805,30.3566579751971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104.625585973991,1.22938481593072,18018.1438747922,47605.9100347672,674,674,0,0,40.1376071792011,0.86480016821182,111.689189189189,23,174.732353111812,12.04,1,39.4113579458401,159.70698954815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59.8702248090293,1.11797417692204,18151.1541145789,36250.5909608778,697,697,0,0,289.448285534183,0.890286924500411,372.157894736842,167,480.589136507116,38.7,1,107.321994606492,22.1464652949183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143.275300755219,1.06565800868549,29274.1489054018,35088.5912506888,334,0,334,0,0,0,0,0,0,0,0,0,0,57.0597248275554,0.984151472945543,61.2802547770701,36,63.6602394119434,2.3375796178344,2,2.39538589612964,94.2230987315443,0,0,0,0,0,0,0,0,0
328.923959514224,1.42130604608548,16849.4654351186,47623.7271747994,3249,0,995,2254,0,0,0,0,0,0,0,0,0,24.8766025202607,0.989177498855232,25.8542274052478,16,25.3826108552918,3.29154518950437,2,3.76846156623208,216.120512503376,19.4135404343884,0.985963226529971,20.1939890710383,13,18.681411666465,6.96730245231608,3,17.0793397408109,468.276722714927
145.376910919188,1.14054795951555,31631.0135282707,36800.3018188004,346,0,346,0,0,0,0,0,0,0,0,0,0,67.4964009238561,0.994191521648988,72.3712121212121,54,75.8181236065747,2.81203007518797,2,3.36008291731169,79.6537891270182,0,0,0,0,0,0,0,0,0
118.591408918943,1.52120034842096,22657.3885285904,34728.1439354803,2033,0,831,1202,0,0,0,0,0,0,0,0,0,38.6457094615822,0.986323479476478,39.4173913043478,28,37.9971229912266,3.92207792207792,2,5.0684863543603,139.118783454245,29.3297338833016,0.991166449361594,29.7404844290657,22,27.0103848555013,4.61379310344828,3,6.775373897058,309.955389540198
106.932676142524,1.09603198551378,28922.7709973638,46328.505071877,304,0,304,0,0,0,0,0,0,0,0,0,0,88.0787627474624,0.992480311105599,86.8545454545455,60,81.7782677176058,3.02702702702703,2,5.44135587959047,61.0401862868629,0,0,0,0,0,0,0,0,0
120.537779538831,1.59948262633963,30103.344940212,44690.1684313693,371,0,371,0,0,0,0,0,0,0,0,0,0,91.6493981728103,0.979813202296641,86.6,69.5,78.7597904209754,3.87387387387387,1,6.25680301332749,58.6620773644808,0,0,0,0,0,0,0,0,0
130.988990634961,1.16453982756488,22343.2867639901,47077.9389414794,499,0,499,0,0,0,0,0,0,0,0,0,0,168.85060557955,0.916710876850538,172.666666666667,106.5,172.88691909006,10.8181818181818,1,26.003625750817,31.8408338991036,0,0,0,0,0,0,0,0,0
151.521300934154,1.36439684806713,23654.0802698927,39062.7425782502,479,0,479,0,0,0,0,0,0,0,0,0,0,72.7641906046135,0.99428947533402,72.1550387596899,51,70.7863698051666,3.98461538461538,2,6.4639544564659,73.8872244897976,0,0,0,0,0,0,0,0,0
78.4742592898579,1.03329225717194,21570.1174317966,42319.2516060954,261,0,261,0,0,0,0,0,0,0,0,0,0,243.788880908415,0.962289500115624,285.090909090909,214,329.637809159193,8.32352941176471,1,15.0709847423839,22.0532785005943,0,0,0,0,0,0,0,0,0
79.6279650663766,1.08986136056765,30105.7025777293,34101.1600476842,803,0,0,803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.6604111335169,0.790601921086428,136.052631578947,23,260.708404506742,15.6551724137931,2,31.1333023728036,186.823515854911
94.8673380056567,1.46287700732128,31398.0988230815,46239.3824868368,1009,0,0,1009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.1371254407614,0.494148281960894,102.2375,11,180.695158618324,15.7777777777778,4,34.2041664128802,475.040471415093
98.9686579322347,1.56291314941823,32819.6086830287,49293.7085454935,1245,0,0,1245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.8066301791626,0.543572284099814,87.3736263736264,12,143.458290365113,16.8586956521739,4,29.6483350242227,304.996205081392
129.100949501311,1.25180995826921,18573.4530289468,37569.1026739868,1209,0,0,1209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.1642333163419,0.662502891602424,122.206349206349,9,255.14234854989,21.5,14,28.6716496222923,474.368524993745
101.841317153808,1.17534434544092,29080.0100070929,34393.5806613549,1006,0,0,1006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.9033008947598,0.665828047875678,98.038961038961,12,209.968509014694,15.7179487179487,3.5,28.163667040926,396.92571532294
265.676421164688,1.71276291619617,40711.6182513907,38242.9342626342,17769,6660,3045,8064,6.35362531210832,0.788388604110713,6.98518518518518,5,4.62655208187722,30.0817843866171,9,64.9691718152257,1008.91319449388,12.4487160730719,0.948725076898953,12.9151515151515,10,9.96008596734971,7.21414141414141,4,8.9985717501565,431.879404628015,7.77921277696814,0.831710966294063,8.03105590062112,6,4.59812782587713,53.7345679012346,17,91.0511966563046,1168.61555938211
325.498959462815,1.68391165696745,47020.6326744089,40634.3836237821,22537,8395,4803,9339,5.52105179558644,0.63961336423137,5.98969072164948,5,3.19340089533878,94.8854166666667,24,198.253844180778,1161.05710426061,8.54772772740353,0.876635186136148,8.9400826446281,7,5.65452280484442,11.6384297520661,7,13.65030014357,628.979333160701,6.04399239673657,0.5986538117069,5.97826086956522,5,2.12382391438737,208.844444444444,53,302.425118872842,1504.12318450594
